word,frequency,length
கொண்டார்,19511,4
சார்,19501,2
உரை,19493,2
பெரும்பாலும்,19479,6
பங்கு,19460,3
மேற்கு,19438,3
அணியின்,19363,4
கவனம்,19362,4
கோயிலாகும்,19312,5
டன்,19258,2
மற்றொரு,19246,4
பெறும்,19234,3
தாய்,19227,2
உலகின்,19222,4
பேச,19188,2
அவற்றை,19183,4
என்னுடைய,19162,5
ஆண்,19135,2
பெற்றார்,19127,4
தினம்,19119,3
வடக்கு,19106,4
பிரச்சினை,19097,5
மிகப்பெரிய,19094,6
இழந்தது,19092,5
கட்டுப்பாட்டில்,19091,8
குற்றம்,19059,4
அறிக்கையில்,19029,6
போட்டிகளில்,19011,6
மனதில்,19005,4
பலரும்,18994,4
தொழில்நுட்பம்,18991,7
இருப்பினும்,18971,6
சிற்றூர்களின்,18957,7
நன்றாக,18946,4
பேட்டி,18925,3
நாடகம்,18905,4
நாளில்,18902,3
நிகழ்வு,18879,4
விவசாயம்,18856,5
மகா,18854,2
போன,18800,2
பொருட்கள்,18763,5
கால்,18762,2
கணக்கெடுப்பின்படி,18743,10
தெரிகிறது,18651,5
பாஸ்,18640,2
வாசகர்,18602,4
இருக்கு,18582,4
காட்சி,18580,3
தானே,18518,2
போலீஸ்,18508,3
செய்யப்பட்டது,18501,8
பெரும்பாலான,18488,6
....,18444,0
சந்தித்து,18435,5
மேலே,18415,2
கொடுக்க,18365,4
ஜனாதிபதி,18355,5
ஏற்கனவே,18341,5
ஒருநாள்,18338,4
பொதுமக்கள்,18294,6
அனுப்பி,18277,4
இயக்கத்தில்,18268,7
கூறும்போது,18234,5
துறையின்,18212,4
அண்ணா,18204,3
என்றே,18197,3
விஷயம்,18195,4
மிகப்,18179,3
கார்த்திக்,18173,5
தலை,18159,2
புரிந்து,18152,4
மக்களை,18138,4
வாழ்த்து,18131,4
வயதில்,18120,4
இங்கிலாந்து,18114,6
யில்,18109,2
என்பதே,18073,4
பொருளாதாரம்,18071,6
வானிலை,18043,3
வட,18030,2
குறிப்பு,18015,4
துடுப்பாட்டப்,18011,7
தெரிவித்துள்ளது,17978,8
சுஷில்,17959,3
மதிப்பு,17898,4
பத்தொன்பதாம்,17884,7
இருக்கிறார்கள்,17879,8
கோரிக்கை,17833,4
மாநிலத்தில்,17830,6
ஊழல்,17779,3
உத்ரா,17759,3
முகம்,17756,3
வெளியிட்ட,17741,5
மூலமாக,17716,4
மாணவர்,17695,4
பக்கத்தில்,17645,6
ஊர்,17588,2
தம்,17577,2
சின்ன,17573,3
வாரம்,17521,3
சரியாக,17506,4
களில்,17500,3
சிறுவர்,17492,4
வட்டாரத்தில்,17462,7
நாட்களில்,17445,5
நூறு,17434,2
சக்தி,17431,3
அவர்களது,17375,6
ஆண்டுகளாக,17373,6
முடியாமல்,17372,5
துறையில்,17345,4
அதற்கான,17323,5
தலைவர்கள்,17314,6
நடத்திய,17246,5
செய்,17234,2
இந்திரா,17229,4
சிறையில்,17220,4
பேசிய,17208,3
குட்டி,17194,3
அழைத்து,17186,4
பிடித்து,17164,4
உடன்,17142,3
சுற்றி,17119,3
ஜெ,17100,1
தெரிவித்தனர்,17083,7
அவரின்,17079,4
மோகன்,17079,3
க்கு,17077,2
நடைபெற்று,17061,5
சூர்யா,17035,3
சோதனை,17022,3
எனப்படும்,17020,6
வாங்கி,17007,3
அளித்த,17001,4
அதுவும்,16981,4
பார்த்த,16979,4
ராம்பிரசாத்,16955,6
ஜார்ஜ்,16950,3
ஒருகாலப்,16945,5
கொண்டிருந்த,16931,6
அறிந்து,16921,4
எண்ணெய்,16910,4
போலவே,16900,3
அருள்,16891,3
தனக்கு,16888,4
லாரி,16862,2
பேச்சு,16850,3
காவிரி,16840,3
நிகழ்ச்சி,16835,5
மன்றத்,16834,4
இருப்பதாக,16781,6
ஒன்றும்,16776,4
உலகில்,16776,4
சமீபத்தில்,16761,6
நிலையத்தில்,16756,6
கணக்கில்,16732,5
வீரர்கள்,16707,5
எதிர்த்து,16688,5
விஷால்,16656,3
ஏனெனில்,16607,4
இருந்தன,16601,5
களம்,16538,3
பள்ளியில்,16535,5
பா,16524,1
தங்களது,16519,5
தேடி,16517,2
ஹா,16512,1
அத்துடன்,16499,5
முன்னர்,16497,4
போகும்,16494,3
தெரிந்து,16479,4
கீழே,16476,2
மார்க்,16469,3
பட,16465,2
போன்று,16449,3
வேண்டுகோள்,16401,5
வைக்க,16338,3
ரத்து,16332,3
காணப்படும்,16318,6
சொற்கள்,16300,4
ஏற்பாடு,16292,4
இர,16274,2
உறுப்பினர்கள்,16265,8
வந்தால்,16215,4
நடராஜன்,16177,5
கருணாநிதி,16161,5
கொள்ளலாம்,16160,5
முஸ்லிம்,16128,4
இவ்வளவு,16118,5
எண்கள்,16088,4
சரவணன்,16083,5
நிச்சயம்,16071,5
ஜேம்ஸ்,16049,3
முத்து,16019,3
வைத்துக்,16002,4
ஆளுமை,16000,3
டெஸ்ட்,15984,3
கொடுத்த,15974,4
தெரியாது,15969,4
தொகுதிகளைக்,15947,6
சொல்லும்,15933,4
நடக்கின்றது,15924,7
நேர்காணல்,15849,5
பாலாஜி,15830,3
கோ,15816,1
மட்டுமல்ல,15795,6
எனப்,15775,3
ஸ்டாலின்,15774,4
இந்தியக்,15759,5
சாதாரண,15757,4
நடிகை,15746,3
உறுப்பினர்களைத்,15744,9
சொன்னார்,15730,4
ரயில்வே,15709,4
அளிக்க,15692,4
பட்டம்,15676,4
குளக்கரை,15671,5
குழுக்கள்,15652,5
படங்கள்,15652,5
திரைக்கதை,15648,5
தேர்ந்தெடுக்கின்றனர்,15634,11
வெளியான,15623,4
உட்பட்டதாகும்,15616,8
கலாம்,15601,3
இதுதான்,15568,4
கடந்து,15554,4
தமிழர்,15499,4
இயற்பியல்,15466,6
கொள்ளும்,15464,4
காண,15461,2
உயிரியல்,15431,5
பொழுது,15407,3
சாலையில்,15371,4
எழுந்து,15345,4
உரையாடல்,15342,5
வழங்கும்,15297,5
பட்டியலில்,15270,6
சமயம்,15267,4
ஆன்,15267,2
அம்மன்,15266,4
அமைக்க,15217,4
வெளிவந்த,15209,5
கட்டி,15194,3
நன்கு,15179,3
செய்யப்பட்டு,15171,7
மாறி,15170,2
வாங்க,15152,3
அவனை,15149,3
பேசி,15149,2
விழாவில்,15126,4
நிர்வாகம்,15125,5
தொடர்புடைய,15090,6
சேலம்,15066,3
புதிதாக,15065,4
ஆகவே,15060,3
இறுதியில்,15046,5
நெருப்பு,15037,4
அனைவருக்கும்,15035,7
அவரிடம்,15025,5
அழ,15009,2
கார்த்தி,14999,4
செய்யப்படும்,14993,7
நடக்கிறது,14989,6
பிரிவில்,14980,4
வருடம்,14976,4
கேரள,14964,3
ராமன்,14948,3
திறந்து,14944,4
கொண்டிருக்கும்,14934,7
விடும்,14919,3
திறன்,14905,3
இயக்குனர்,14896,6
பேசினார்,14892,4
செலவு,14875,3
வழியில்,14870,4
மையம்,14866,3
நண்பர்கள்,14853,6
திரு,14852,2
சேதுபதி,14842,4
வழங்கப்படும்,14820,8
நேரில்,14813,3
வே,14809,1
திகதி,14804,3
இதற்காக,14790,5
பஸ்,14785,2
தலைமையிலான,14783,6
வழக்கம்,14765,5
வளர்ப்பு,14743,5
தவறு,14738,3
கணிதம்,14737,4
கல்லூரியில்,14725,6
களை,14716,2
ஆராய்ச்சி,14713,5
முழுக்க,14704,4
பிறப்பு,14700,4
முழுமையாக,14685,5
என்றாள்,14676,4
பார்க்கும்,14675,5
தாமஸ்,14656,3
முக்கியத்துவம்,14637,8
நரேந்திர,14629,5
மில்லியன்,14592,5
ஏராளமான,14579,5
ஏழு,14560,2
மும்பை,14555,3
சொல்,14533,2
தொகுதியில்,14530,5
நிலா,14529,2
அய்யனார்,14521,5
தொல்லியல்,14500,5
ராஜ,14485,2
போக,14469,2
தற்கொலை,14458,4
பற்றியும்,14452,5
பேருந்து,14452,4
சதவீத,14448,4
முன்னணி,14439,4
ஒன்றில்,14435,4
சண்முகம்,14385,5
மாத,14382,2
பணத்தை,14381,4
கட்டணம்,14375,5
டர,14355,2
எண்ணற்ற,14346,5
கிடைத்தது,14344,5
கடவு,14340,3
திருச்சி,14328,4
செய்யப்பட்டுள்ளது,14326,10
தற்போதைய,14317,5
சென்றார்,14306,4
தெற்கு,14292,3
ஆசிரியர்கள்,14280,7
ரகுநாதன்,14273,5
அவனுக்கு,14267,5
நினைவு,14265,3
கிருஷ்ணமூர்த்தி,14262,8
அன்பு,14251,3
என்னிடம்,14242,5
திருக்கோயில்,14226,6
கணேஷ்,14224,3
வந்தனர்,14216,5
அலுவலகத்தில்,14188,8
ஹாலிவுட்,14178,4
